"id","created_at","latitude","longitude"
"1","2026-04-01T19:51:33.880322","37.56643555952377","126.9778553389254"
"2","2026-04-01T19:58:59.018968","37.56644785289782","126.97792818846354"
"3","2026-04-01T19:59:00.984776","37.566464440243344","126.97805502251038"
"4","2026-04-01T19:59:06.187987","37.566493634264035","126.97820044202592"
"5","2026-04-01T19:59:18.639574","37.56663823121135","126.97803516090329"
"6","2026-04-02T07:44:29.553281","37.56729597996666","126.97726744002962"
"7","2026-04-02T07:44:29.553281","37.56639281790234","126.97820787701642"
"8","2026-04-02T07:44:29.553281","37.56645112619236","126.97795902570478"
"9","2026-04-02T07:44:29.594136","37.565839507864226","126.97756174772546"
"10","2026-04-02T07:44:29.596510","37.56750355251034","126.97707593757617"
"11","2026-04-02T07:44:29.596510","37.5666954261045","126.97900016639636"
"12","2026-04-02T07:44:29.597511","37.567359387132676","126.97726347977562"
"13","2026-04-02T07:44:29.633551","37.56732001504068","126.97694359532704"
"14","2026-04-02T07:44:29.669962","37.566925016000454","126.97866566540414"
"15","2026-04-02T07:44:29.668685","37.56637760445321","126.97810606375343"
"16","2026-04-02T07:44:30.424448","37.56695028500878","126.9786111370178"
"17","2026-04-02T07:44:30.424448","37.565889877667814","126.97734640620739"
"18","2026-04-02T07:44:30.424448","37.56664146700531","126.97819332221846"
"19","2026-04-02T07:44:30.427715","37.566500783798574","126.97783132941096"
"20","2026-04-02T07:44:30.429749","37.566024053084135","126.97743379427126"
"21","2026-04-02T07:44:30.453585","37.56677291928966","126.97882804719873"
"22","2026-04-02T07:44:30.453585","37.56671029209133","126.97890356468186"
"23","2026-04-02T07:44:30.455581","37.56699678670422","126.97881785662254"
"24","2026-04-02T07:44:30.458813","37.566956317386946","126.97860344363423"
"25","2026-04-02T07:44:30.459815","37.566617118417994","126.9781239453123"
"26","2026-04-06T11:27:27.489137","37.283425502887965","127.04615685851282"
"27","2026-04-21T19:40:27.300633","37.27349929724759","127.0432602552744"
"28","2026-05-14T07:11:39.239511","37.27355802730398","127.04333925887728"
"29","2026-05-14T07:11:39.239511","37.27355802730398","127.04333925887728"
"30","2026-05-14T07:11:39.642473","37.27355802730398","127.04333925887728"
"31","2026-05-14T10:22:57.642768","37.28365594026576","127.0460484440137"
"32","2026-06-01T13:13:53.041771","37.283128","127.04517200000001"
"33","2026-06-01T13:13:53.048770","37.282328","127.043972"
"34","2026-06-01T13:13:53.050771","37.282346000000004","127.043954"
